conc_ppm,elev_m,x,y,z
199.99999999999997,0.0,-1.582125624582984,0.0,0.0
199.99999999999997,0.0,-1.582125624582984,0.0,0.0
199.99999999999997,0.0,-1.5519917164560493,0.04611891156611917,0.0
199.99999999999997,0.0,-1.5519917164560493,0.15525632302202524,0.0
199.99999999999997,0.0,-1.5168520021549021,0.20137523458814444,0.0
199.99999999999997,0.0,-1.3794901771624346,0.26571186260461865,0.0
199.99999999999997,0.0,-1.3794901771624346,0.3384138411598146,0.0
199.99999999999997,0.0,-1.1245643034925727,0.40275046917628887,0.0
199.99999999999997,0.0,-0.7609132971155397,0.4770454188304788,0.0
199.99999999999997,0.0,0.023176380641604766,0.5156963614834262,0.0
199.99999999999997,0.0,0.46772134698490575,0.5643175962597575,0.0
199.99999999999997,0.0,0.6332915363884464,0.6041257037644332,0.0
199.99999999999997,0.0,0.6912305261531451,0.6633693242197947,0.0
199.99999999999997,0.0,0.6912305261531451,0.6633693242197947,0.0
199.99999999999997,0.0,0.7039413214356003,0.7451632290611366,0.0
199.99999999999997,0.0,0.7733320839919386,0.8055009383525777,0.0
199.99999999999997,0.0,0.8769948258296747,0.8806172448365022,0.0
199.99999999999997,0.0,0.8769948258296747,0.9317598664567978,0.0
199.99999999999997,0.0,1.013881466152048,1.006876172940722,0.0
199.99999999999997,0.0,1.2322047734666253,1.103463579732769,0.0
199.99999999999997,0.0,1.318147210245412,1.1187134919518547,0.0
199.99999999999997,0.0,1.6518830769101527,1.2082514075288664,0.0
199.99999999999997,0.0,1.8598439596523626,1.254457372998228,0.0
199.99999999999997,0.0,2.4637380350016915,1.2963836231712467,0.0
199.99999999999997,0.0,2.973370195161202,1.3722177796327932,0.0
199.99999999999997,0.0,3.1063053911299754,1.4096266421170112,0.0
199.99999999999997,0.0,3.1063053911299754,1.4096266421170112,0.0
199.99999999999997,0.0,3.205485168886163,1.4636235682046435,0.0
199.99999999999997,0.0,3.390996842222764,1.5439411126298892,0.0
199.99999999999997,0.0,3.5077964218878197,1.6110018767051555,0.0
199.99999999999997,0.0,3.5527560266753984,1.6893171014621948,0.0
199.99999999999997,0.0,3.5527560266753984,1.7340618865362603,0.0
199.99999999999997,0.0,3.6017598675876457,1.8123771112932998,0.0
199.99999999999997,0.0,3.6590871380257237,1.8980224271168389,0.0
199.99999999999997,0.0,3.6590871380257237,1.9281070300579053,0.0
199.99999999999997,0.0,3.722492555637171,2.013752345881444,0.0
199.99999999999997,0.0,3.7971914986270985,2.1088391129265167,0.0
199.99999999999997,0.0,3.7971914986270985,2.120040813424516,0.0
199.99999999999997,0.0,3.88130801017604,2.2151275804695887,0.0
199.99999999999997,0.0,3.88130801017604,2.2151275804695887,0.0
199.99999999999997,0.0,3.9466467818986732,2.3112973653655002,0.0
199.99999999999997,0.0,3.960921742274726,2.321294199476016,0.0
199.99999999999997,0.0,4.032536080983117,2.416502815057733,0.0
199.99999999999997,0.0,4.101287851452687,2.5023087739610115,0.0
199.99999999999997,0.0,4.158348488515012,2.535869430758453,0.0
199.99999999999997,0.0,4.232566219671691,2.617878049645878,0.0
199.99999999999997,0.0,4.300148963919986,2.690511514572584,0.0
199.99999999999997,0.0,4.428945310709089,2.755060206842633,0.0
199.99999999999997,0.0,4.497910043109668,2.8192532842340223,0.0
199.99999999999997,0.0,4.549833639283117,2.8755880663921047,0.0
199.99999999999997,0.0,4.750707948986717,2.977217368184317,0.0
199.99999999999997,0.0,4.796885099688323,3.0206285188221664,0.0
199.99999999999997,0.0,4.796885099688323,3.0206285188221664,0.0
199.99999999999997,0.0,4.839717665105679,3.058365671864393,0.0
199.99999999999997,0.0,5.209346166527393,3.2074926537455752,0.0
199.99999999999997,0.0,5.229086419946423,3.222003753410311,0.0
199.99999999999997,0.0,5.246678636731595,3.234198537905138,0.0
199.99999999999997,0.0,5.444646771097055,3.296264504868122,0.0
199.99999999999997,0.0,6.174007026861755,3.3796835611669707,0.0
199.99999999999997,0.0,6.568922970350606,3.4233789879984555,0.0
199.99999999999997,0.0,7.426371391277055,3.510188965609065,0.0
